ID	allele_type
YERS_1662	core
YERS_1663	core
YERS_1664	core
YERS_1665	core
YERS_1666	core
YERS_1667	core
YERS_1668	core
YERS_1669	core
YERS_1670	core
YERS_1671	core
YERS_1672	core
YERS_1673	core
YERS_1674	core
YERS_1675	core
YERS_1676	core
YERS_1677	core
YERS_1678	core
YERS_1679	core
YERS_1680	core
YERS_1681	core
YERS_1682	core
YERS_1683	core
YERS_1684	core
YERS_1685	core
YERS_1686	core
YERS_1687	core
YERS_1688	core
YERS_1689	core
YERS_1690	core
YERS_1691	core
YERS_1692	core
YERS_1693	core
YERS_1694	core
YERS_1695	core
YERS_1696	core
YERS_1697	core
YERS_1698	core
YERS_1699	core
YERS_1700	core
YERS_1701	core
YERS_1702	core
YERS_1703	core
YERS_1704	core
YERS_1705	core
YERS_1706	core
YERS_1707	core
YERS_1708	core
YERS_1709	core
YERS_1710	core
YERS_1711	core
YERS_1712	core
YERS_1713	core
YERS_1714	core
YERS_1715	core
YERS_1716	core
YERS_1717	core
YERS_1718	core
YERS_1719	core
YERS_1720	core
YERS_1721	core
YERS_1722	core
YERS_1723	core
YERS_1724	core
YERS_1725	core
YERS_1726	core
